PMCID	PMID	Title	Journal	Publication_Date	Image_Number
PMC6571838	31126095	What Motivates Participants to Adhere to Green Exercise?	International Journal of Environmental Research and Public Health	2019-05-23	181
PMC6843434	31614938	Safety Evaluation of Individual Pillboxes to Control Cross-Contamination in the Drug Circuit in Hospitals	International Journal of Environmental Research and Public Health	2019-10-13	182
PMC6122733	30176931	Hypoxic pre-conditioning suppresses experimental autoimmune encephalomyelitis by modifying multiple properties of blood vessels	Acta Neuropathologica Communications	2018-09-03	183
PMC4219689	25369472	Gender Disparities in Latent Tuberculosis Infection in High-Risk Individuals: A Cross-Sectional Study	PLoS ONE	2014-11-04	184
PMC9464938	36105205	Efficacy of  Bur. extract in ethylene glycol-induced urolithiasis model in SD rats	Frontiers in Pharmacology	2022-08-29	185
PMC4251078	25485143	A Comparison of Topical or Retrobulbar Anesthesia for 23-Gauge Posterior Vitrectomy	Journal of Ophthalmology	2014-11-18	186
PMC7077356	32256246	Meta-Analysis of Mid--Values: Some New Results based on the Convex Order	Journal of the American Statistical Association	2018-08-06	187
PMC3932721	24653848	Improvement with Infliximab of a Disseminated Sarcoidosis in a Patient with Crohn's Disease	Case Reports in Pulmonology	2014-02-06	188
PMC4390184	25883986	Exposure to Common Food Additive Carrageenan Alone Leads to Fasting Hyperglycemia and in Combination with High Fat Diet Exacerbates Glucose Intolerance and Hyperlipidemia without Effect on Weight	Journal of Diabetes Research	2015-03-25	189
PMC5937888	29098561	Single-cell Protein and Xylitol Production by a Novel Yeast Strain  FL023 from Lignocellulosic Hydrolysates and Xylose	Applied Biochemistry and Biotechnology	2018-11-02	190
PMC7963428	33377626	Novel mutations in hyper&#x02010;IgM syndrome type 2 and X&#x02010;linked agammaglobulinemia detected in three patients with primary immunodeficiency disease	Molecular Genetics &#x00026; Genomic Medicine	2020-12-30	191
PMC5599032	28910376	Long non-coding RNA  gene allelic expression profile	PLoS ONE	2017-09-14	192
PMC9032341	35452456	Modulation of subjective peripheral sensation, F-waves, and somatosensory evoked potentials in response to unilateral pinch task measured on the contractile and non-contractile sides	PLoS ONE	2022-04-22	193
PMC8880524	35207327	Influence of Ipsilateral Graft Inflow to Arteriovenous Fistula for Hemodialysis in Coronary Bypass Surgery	Journal of Clinical Medicine	2022-02-17	194
PMC6720865	31409058	Defect Detection of Aluminium Plates Based on Near-Field Enhancement of Lamb Waves Generated Using an Electromagnetic Acoustic Tranducer	Sensors (Basel, Switzerland)	2019-08-12	195
PMC6704161	31434952	The FLT3-ITD mutation and the expression of its downstream signaling intermediates STAT5 and Pim-1 are positively correlated with CXCR4 expression in patients with acute myeloid leukemia	Scientific Reports	2019-08-21	196
PMC5457191	28773981	Synthesis and Study on Ionic Conductive (Bi Materials with a Dual-Phase Microstructure	Materials	2016-10-25	197
PMC3359271	22420615	Quality of caesarean delivery services and documentation in first-line referral facilities in Afghanistan: a chart review	BMC Pregnancy and Childbirth	2012-03-15	198
PMC8134068	34027494	Isolation of human bone marrow stromal cells from bone marrow biopsies for single-cell RNA sequencing	STAR Protocols	2021-05-12	199
PMC9714919	36454892	Perception and willingness to accept COVID-19 Vaccines: A cross-sectional survey of the general population of Sokoto State, Nigeria	PLOS ONE	2022-12-01	200
PMC4289180	25398463	The effect of intermittent preventive treatment on anti-malarial drug resistance spread in areas with population movement	Malaria Journal	2014-11-15	201
PMC7381747	32724477	Endoplasmic Reticulum stress-dependent expression of ERO1L promotes aerobic glycolysis in Pancreatic Cancer	Theranostics	2020-07-09	202
PMC8775125	35052173	Three-Dimensional Dental Analysis for Sex Estimation in the Italian Population: A Pilot Study Based on a Geometric Morphometric and Artificial Neural Network Approach	Healthcare	2021-12-22	203
PMC4604830	26018570	Toward Synthesizing Our Knowledge of Morphology: Using Ontologies and Machine Reasoning to Extract Presence/Absence Evolutionary Phenotypes across Studies	Systematic Biology	2015-11-26	204
PMC7904823	33627767	Identification of candidate repurposable drugs to combat COVID-19 using a signature-based approach	Scientific Reports	2021-02-24	205
PMC4940239	27270906	Routine radiographs at time of pin removal after closed reduction and percutaneous pinning for type 2 supracondylar humerus fractures do not change management: a retrospective cohort study	Journal of Children's Orthopaedics	2016-08-06	206
PMC9604957	36288275	Associations between recreational cannabis legalization and cannabis-related emergency department visits by age, gender, and geographic status in Ontario, Canada: An interrupted time series study	PLOS ONE	2022-10-26	207
PMC5495794	28674402	Origin of proton affinity to membrane/water interfaces	Scientific Reports	2017-07-03	208
PMC3815155	24223973	SWEETLEAD: an  Database of Approved Drugs, Regulated Chemicals, and Herbal Isolates for Computer-Aided Drug Discovery	PLoS ONE	2013-11-01	209
PMC7754005	33164330	Combining bioinformatics techniques to explore the molecular mechanisms involved in pancreatic cancer metastasis and prognosis	Journal of Cellular and Molecular Medicine	2020-12-09	210
PMC8174816	34104357	Screening of world approved drugs against highly dynamical spike glycoprotein of SARS-CoV-2 using CaverDock and machine learning	Computational and Structural Biotechnology Journal	2021-05-26	211
PMC3440980	22696289	Infants prefer the faces of strangers or mothers to morphed faces: an uncanny valley between social novelty and familiarity	Biology Letters	2012-10-23	212
PMC7319340	32589648	Safety and efficacy of N-acetylcysteine in hospitalized patients with HIV-associated tuberculosis: An open-label, randomized, phase II trial (RIPENACTB Study)	PLoS ONE	2020-06-26	213
PMC7572346	31754852	Three-dimensional versus two-dimensional high-definition laparoscopy in transabdominal preperitoneal inguinal hernia repair: a prospective randomized controlled study	Surgical Endoscopy	2020-11-21	214
PMC9691986	36438629	Dopamine D2/3-receptor availability and its association with autonomous motivation to exercise in older adults: An exploratory [C]-raclopride study	Frontiers in Human Neuroscience	2022-11-11	215
PMC3414458	22905186	Arabidopsis MDA1, a Nuclear-Encoded Protein, Functions in Chloroplast Development and Abiotic Stress Responses	PLoS ONE	2012-08-08	216
PMC3902895	24121683	Higher order structural effects stabilizing the reverse Watson&#x02013;Crick Guanine-Cytosine base pair in functional RNAs	Nucleic Acids Research	2014-01-08	217
PMC5778003	29358657	Interaction between hippocampal-prefrontal plasticity and thalamic-prefrontal activity	Scientific Reports	2018-01-22	218
PMC7261280	32347316	Hepatitis B virus X protein promotes liver cell pyroptosis under oxidative stress through NLRP3 inflammasome activation	Inflammation Research	2020-04-28	219
PMC3869912	24376886	Lampreys Have a Single Gene Cluster for the Fast Skeletal Myosin Heavy Chain Gene Family	PLoS ONE	2013-12-20	220
PMC9296738	35852733	Core&#x02013;shell structured gold nanoparticles as carrier for Ho in vivo generator	EJNMMI Radiopharmacy and Chemistry	2022-07-19	221
PMC9222717	35742399	Financial Support for Agriculture, Chemical Fertilizer Use, and Carbon Emissions from Agricultural Production in China	International Journal of Environmental Research and Public Health	2022-06-10	222
PMC4859092	27200087	Cartography of Pathway Signal Perturbations Identifies Distinct Molecular Pathomechanisms in Malignant and Chronic Lung Diseases	Frontiers in Genetics	2016-05-06	223
PMC6470664	30871043	Study of TiAlN PVD Coating on Stamping Dies Used in Tinplate Food Package Production	Micromachines	2019-03-12	224
PMC9675856	36402858	In situ monitoring of  biofilm formation via real-time infrared spectroscopy	NPJ Biofilms and Microbiomes	2022-11-19	225
PMC5859269	29556086	Application of paclobutrazol affect maize grain yield by regulating root morphological and physiological characteristics under a semi-arid region	Scientific Reports	2018-03-19	226
PMC9449589	36169254	BMS&#x02010;202, a PD&#x02010;1/PD&#x02010;L1 inhibitor, decelerates the pro&#x02011;fibrotic effects of fibroblasts derived from scar tissues via ERK and TGF&#x003b2;1/Smad signaling pathways	Immunity, Inflammation and Disease	2022-09-07	227
PMC3718705	23777239	Sparse logistic regression with a L penalty for gene selection in cancer classification	BMC Bioinformatics	2013-06-19	228
PMC3888740	24453880	Phenolic Profile of Dark-Grown and Photoperiod-Exposed  L. Hairy Root Cultures	The Scientific World Journal	2013-12-26	229
PMC4363937	25217033	A systems approach identifies co-signaling molecules of early growth response 1 transcription factor in immobilization stress	BMC Systems Biology	2014-09-11	230
PMC9161568	35655182	Construction and characterization of GDH-CatIB variants and application as robust and highly active redox cofactor regeneration module for biocatalysis	Microbial Cell Factories	2022-06-02	231
PMC5878889	29743973	Apoptosis and Mobilization of Lymphocytes to Cardiac Tissue Is Associated with Myocardial Infarction in a Reperfused Porcine Model and Infarct Size in Post-PCI Patients	Oxidative Medicine and Cellular Longevity	2018-03-18	232
PMC5743731	29311911	Role of Estrogen and Other Sex Hormones in Brain Aging. Neuroprotection and DNA Repair	Frontiers in Aging Neuroscience	2017-12-22	233
PMC6920950	31766231	Elevated Plasma microRNA-206 Levels Predict Cognitive Decline and Progression to Dementia from Mild Cognitive Impairment	Biomolecules	2019-11-13	234
PMC8878329	35206768	Multiplex PCR Assay for the Identification of Four Species of the  Leucosphyrus Sub-Group in Malaysia	Insects	2022-02-13	235
PMC5383956	28388914	Effects of community-level bed net coverage on malaria morbidity in Lilongwe, Malawi	Malaria Journal	2017-04-07	236
PMC7845951	33513207	Exploration of metabolite profiles in the biofluids of dairy cows by proton nuclear magnetic resonance analysis	PLoS ONE	2021-01-29	237
PMC6689877	31405365	Effect of deep tissue laser therapy treatment on peripheral neuropathic pain in older adults with type 2 diabetes: a pilot randomized clinical trial	BMC Geriatrics	2019-08-12	238
PMC9205675	35784044	Nematode communities indicate diverse soil functioning across a fog gradient in the Namib Desert gravel plains	Ecology and Evolution	2022-06-17	239
PMC6022202	29882901	Pulse Based Time-of-Flight Range Sensing	Sensors (Basel, Switzerland)	2018-05-23	240
PMC4223561	25037613	Structural and functional diversity of free-living microorganisms in reef surface, Kra island, Thailand	BMC Genomics	2014-07-18	241
PMC3823320	24132134	Psychological Distress, Related Work Attendance, and Productivity Loss in Small-to-Medium Enterprise Owner/Managers	International Journal of Environmental Research and Public Health	2013-10-15	242
PMC6114480	30153850	Prognostic significance of tumor-infiltrating lymphocytes in patients with operable tongue cancer	Radiation Oncology (London, England)	2018-08-28	243
PMC9513793	36176678	Leaf disease image retrieval with object detection and deep metric learning	Frontiers in Plant Science	2022-09-13	244
PMC8001599	33799459	Hierarchical Multipath Blockchain Based IoT Information Management Techniques for Efficient Distributed Processing of Intelligent IoT Information	Sensors (Basel, Switzerland)	2021-03-14	245
PMC6814836	31653935	The striatal-enriched protein Rhes is a critical modulator of cocaine-induced molecular and behavioral responses	Scientific Reports	2019-10-25	246
PMC5647341	29044137	The soothing function of touch: affective touch reduces feelings of social exclusion	Scientific Reports	2017-10-18	247
PMC6223901	30464968	Mesoporous TiO/Carbon Beads: One-Pot Preparation and Their Application in Visible-Light-Induced Photodegradation	Nano-Micro Letters	2015-03-24	248
PMC4588497	26423243	No effect of unemployment on intimate partner-related femicide during the financial crisis: a longitudinal ecological study in Spain	BMC Public Health	2015-09-30	249
PMC7870934	33558586	In silico identification of natural products from Traditional Chinese Medicine for cancer immunotherapy	Scientific Reports	2021-02-08	250
PMC8895514	35241049	Management algorithm of external fixation in lower leg arterial injury for limb salvages	BMC Surgery	2022-03-03	251
PMC5920198	29650506	Evaluating the Validity of Current Mainstream Wearable Devices in Fitness Tracking Under Various Physical Activities: Comparative Study	JMIR mHealth and uHealth	2018-04-12	252
PMC5947814	29765734	Crystal structure and DFT study of ()-4-[({4-[(pyri&#x000ad;din-2-yl&#x000ad;methyl&#x000ad;idene)amino]&#x000ad;phen&#x000ad;yl}amino)&#x000ad;meth&#x000ad;yl]phenol	Acta Crystallographica Section E: Crystallographic Communications	2018-02-28	253
PMC4223731	25355483	Oxygen kinetics during 6-minute walk tests in patients with cardiovascular and pulmonary disease	BMC Pulmonary Medicine	2014-10-29	254
PMC8065578	33806216	Five Commercial Immunoassays for SARS-CoV-2 Antibody Determination and Their Comparison and Correlation with the Virus Neutralization Test	Diagnostics	2021-03-25	255
PMC9694833	36433059	Restrained Shrinkage of High-Performance Ready-Mix Concrete Reinforced with Low Volume Fraction of Hybrid Fibers	Polymers	2022-11-15	256
PMC7838953	33396599	Occupational COVID-19 Prevention among Congolese Healthcare Workers: Knowledge, Practices, PPE Compliance, and Safety Imperatives	Tropical Medicine and Infectious Disease	2020-12-30	257
PMC7517718	33061933	Progesterone Receptor Signaling Selectively Modulates Cytokine-Induced Global Gene Expression in Human Cervical Stromal Cells	Frontiers in Genetics	2020-09-11	258
